Num_Acc;jour;mois;an;hrmn;lum;dep;com;agg;int;atm;col;adr;lat;long
202000000248;20;9;2020;15:42;1;61;61028;1;1;1;6;D909;48,8340740; -0,2360770
202000000249;11;9;2020;21:10;3;49;49341;1;1;1;6;Route départementale 145;47,2186060; -0,0257060
202000000250;21;9;2020;09:15;1;42;42026;1;1;2;6;Route de Melay;46,1740230;4,0767970
202000000251;18;9;2020;17:10;1;86;86032;2;1;1;6;28 Rue de Saintonge;46,6793120;0,5638690
202000000252;20;9;2020;09:15;1;34;34080;1;1;9;6;D908;43,5798950;3,0233440
202000000253;20;9;2020;19:58;2;44;44156;2;1;2;6;18 Rue Gilles de Retz;46,9546000; -1,6054040
202000000254;20;9;2020;12:30;1;44;44096;1;1;1;6;Tacon;47,4171486; -1,2480014
202000000255;20;9;2020;09:10;1;29;29146;2;3;1;1;Rue de la Boissiere;47,9062785; -3,8388665
202000000256;20;9;2020;15:20;1;29;29190;1;1;1;1;Pointe Saint-Mathieu;48,3340405; -4,7713232
202000000257;11;9;2020;05:20;3;13;13027;1;1;5;1;446 Route de Tarascon;43,8796370;4,8412640
202000000258;20;9;2020;19:30;2;02;02757;1;1;1;6;D960;49,9264720;3,5504560
202000000259;21;9;2020;07:00;2;03;03123;1;1;1;6;;46,4416036;2,6518389
202000000260;21;9;2020;03:40;3;54;54162;1;1;1;6;N4;48,6561033;5,8416152
202000000261;21;9;2020;19:50;2;60;60086;1;6;1;3;D603;49,1760930;2,3527690
202000000262;20;9;2020;09:10;1;43;43124;1;2;2;3;Allée des Peupliers;45,0893570;3,7528560
202000000263;21;9;2020;07:30;1;53;53007;1;3;5;7;Argentré;48,0723260; -0,6521680
202000000264;21;9;2020;07:45;1;21;21534;1;1;7;2;Route de Chorey;47,0408670;4,9109060
202000000265;17;9;2020;16:30;1;40;40245;2;1;1;6;Rue Pénecadet;44,0321680; -0,3243670
202000000266;20;9;2020;10:45;1;27;27467;2;6;1;1;Rue Stanislas Delaquaize;49,3526340;0,5137560
202000000267;20;9;2020;19:00;1;52;52421;1;1;1;7;19 Rue de la Vieille Côte;48,1807530;5,1515470
202000000268;20;9;2020;12:22;1;88;88442;1;1;1;7;Route du Col;48,0346360;6,7958110
202000000269;21;9;2020;09:20;1;49;49092;1;1;1;6;A87;47,2126090; -0,7641290
202000000270;20;9;2020;20:15;3;69;69086;1;1;2;6;A89;45,8519550;4,6686530
202000000271;21;9;2020;17:15;1;57;57342;1;1;1;3;1 Route Nationale 4;48,6449260;6,9193700
202000000272;21;9;2020;00:15;3;17;17283;1;1;1;1;Route de Gemozac;45,5730620; -0,5887130
202000000273;21;9;2020;15:40;1;38;38173;1;1;1;7;D1091;45,0423260;6,1232040
202000000274;20;9;2020;19:00;1;68;68278;2;1;1;6;17 Rue du Docteur Albert Schweitzer;47,7535930;7,3830650
202000000275;21;9;2020;16:00;1;974;97415;2;1;1;7;74 Rue des Tamarins; -21,0385200;55,2236420
202000000276;18;9;2020;13:35;1;971;97125;2;2;1;5;8 Les Floralies à Meudon;16,2604000; -61,2758800
202000000277;29;8;2020;09:30;1;971;97125;1;3;1;6;Desvarieux;16,2732692; -61,2786645
202000000278;20;9;2020;19:30;2;29;29233;1;1;1;7;Lieu-Dit Lothéa;47,8465600; -3,5446360
202000000279;20;9;2020;04:00;3;45;45278;1;1;1;2;D43;47,8052000;2,8305670
202000000280;20;9;2020;00:15;5;83;83065;1;1;8;1;D98a;43,2579990;6,5947200
202000000281;5;9;2020;12:42;1;13;13004;1;9;1;3;RD570;43,6084100;4,4776800
202000000282;20;9;2020;19:45;3;13;13096;1;3;1;3;D38;43,4983090;4,3825790
202000000283;18;9;2020;09:50;1;39;39097;2;1;1;2;317 Avenue du Maréchal de Lattre de Tassigny;46,7479550;5,9186540
202000000284;21;9;2020;16:05;1;57;57433;2;1;1;6;34 Route de Metz;49,2003270;6,1600150
202000000285;21;9;2020;17:25;1;42;42147;2;1;1;6;Avenue d'Allard;45,6066560;4,0559720
202000000286;20;9;2020;21:08;3;38;38051;1;1;1;6;Route de Chanas;45,3297780;4,8874300
202000000287;20;9;2020;20:55;5;69;69291;2;2;8;1;19 Avenue de Burago Di Molgora;45,6332970;4,8596770
202000000288;20;9;2020;19:45;5;69;69125;2;8;2;3;Route de Chazay;45,8727500;4,7247500
202000000289;20;9;2020;11:00;1;85;85227;1;2;1;2;La Bonnette;46,4785550; -0,6618220
202000000290;21;9;2020;17:35;1;85;85178;1;3;1;1;La Bardinière;46,7778220; -1,4878980
202000000291;21;9;2020;07:30;2;50;50099;2;1;1;6;Route de Saint-côme;49,3135340; -1,2586050
202000000292;16;9;2020;12:45;1;14;14068;2;1;1;6;40 Rue d'Outreval;49,2300660; -0,3310380
202000000293;17;9;2020;13:45;1;29;29144;1;1;1;6;D764 - Rosquervel;48,4368030; -4,1638610
202000000294;20;9;2020;17:45;1;27;27280;1;1;1;6;Route départementale 57;49,0323960;1,2687060
202000000295;21;9;2020;14:20;1;60;60395;2;1;1;3;87 Rue Louis Deshayes;49,2463534;2,1336089
202000000296;21;9;2020;15:20;1;80;80625;2;1;1;6;route nationale;49,7155936;2,5395314
202000000297;19;9;2020;22:50;5;59;59011;2;1;1;3;10 Rue Lavoisier;50,5280070;2,9439500
202000000298;19;9;2020;21:08;5;13;13055;1;1;2;5;A507 sens Marseille - Aubagne;43,2954000;5,4243000
202000000299;19;9;2020;20:10;3;42;42110;1;9;8;2;A47;45,4949200;4,5547500
202000000300;20;9;2020;17:05;1;91;91312;1;1;1;7;RD 444;48,7330700;2,2337000
202000000301;24;6;2020;12:00;1;35;35238;2;2;1;3;PAYS-BAS (AVENUE DES);48,0846000; -1,6607300
202000000302;24;6;2020;12:45;1;33;33013;1;1;1;4;ROUTE NATIONALE 89;44,8664200; -0,4868800
202000000303;24;6;2020;07:30;1;33;33318;2;3;1;3;Avenue du Bourgailh;44,8024600; -0,6631900
202000000304;15;6;2020;16:41;1;33;33522;2;9;1;6;PARKING INTERMARCHE;44,8068500; -0,5742300
202000000305;23;6;2020;14:45;1;31;31555;2;1;1;2;RTE DE NARBONNE;43,5714100;1,4539000
202000000306;22;6;2020;11:50;1;30;30189;2;2;1;3;CURIE PIERRE (RUE);43,8358000;4,3769000
202000000307;24;6;2020;13:55;1;28;28134;2;1;1;-1;SAINT THIBAULT (RUE);48,7362900;1,3631800
202000000308;18;6;2020;19:40;1;18;18033;2;1;1;6;PLANCHAT (PLACE);47,0855000;2,3530700
202000000309;24;6;2020;12:39;1;17;17300;2;1;1;6;STADE   RUE DU;46,1603800; -1,1780000
202000000310;23;6;2020;11:28;1;17;17300;2;2;1;5;SARTRE   AVENUE JEAN-PAUL;46,1545100; -1,1169400
202000000311;19;6;2020;22:40;5;13;13071;1;1;1;1;ROUTE NATIONALE 368 (PLAN DES PENNES);43,4051940;5,2831270
202000000312;24;6;2020;23:35;5;13;13213;2;3;1;3;GEMY (BOULEVARD);43,3222000;5,4126800
202000000313;24;6;2020;10:40;1;13;13211;2;3;1;3;VALBARELLE (CHEMIN DE LA);43,2885300;5,4544000
202000000314;23;6;2020;15:20;1;13;13206;2;4;1;3;LIEUTAUD (COURS);43,2917703;5,3829780
202000000315;23;6;2020;09:30;1;11;11262;2;1;1;6;HUGO (QUAI ET PASSERELLE VICTOR);43,1813780;3,0081480
202000000316;22;6;2020;17:20;1;11;11069;1;6;1;2;RD 6113;43,2303388;2,3437545
202000000317;23;6;2020;11:00;1;75;75112;2;4;1;3;BOULEVARD PERIPHERIQUE;48,8268660;2,3896630
202000000318;24;6;2020;20:10;1;75;75119;2;3;1;2;BOULEVARD SERURIER;48,8850390;2,3944660
202000000319;24;6;2020;17:50;1;75;75119;2;3;1;2;RUE DE BELLEVILLE;48,8734020;2,3826100
202000000320;24;6;2020;03:00;5;75;75119;2;3;1;3;AVENUE CORENTIN CARIOU;48,8960940;2,3840900
202000000321;24;6;2020;15:35;1;75;75118;2;1;1;3;BOULEVARD BARBES;48,8911560;2,3496290
202000000322;24;6;2020;00:45;5;75;75118;2;3;1;-1;RUE DE LA CHAPELLE;48,8920140;2,3598400
202000000323;24;6;2020;10:00;1;75;75116;2;2;1;3;AVENUE MARCEAU;48,8674470;2,2992430
202000000324;24;6;2020;10:00;1;75;75116;2;3;1;6;RUE D AUTEUIL;48,8480460;2,2636560
202000000325;24;6;2020;04:20;5;75;75116;2;7;1;1;PLACE DE VARSOVIE;48,8604140;2,2911520
202000000326;23;6;2020;14:15;1;75;75116;2;2;1;6;AVENUE HENRI MARTIN;48,8642160;2,2749850
202000000327;22;6;2020;15:30;1;75;75116;2;3;1;3;BOULEVARD DE L AMIRAL BRUIX;48,8747170;2,2789510
202000000328;24;6;2020;12:50;1;75;75115;2;2;1;6;AVENUE EMILE ZOLA;48,8465470;2,2860130
202000000329;24;6;2020;11:50;1;75;75114;2;7;1;2;PLACE DENFERT ROCHEREAU;48,8350170;2,3321320
202000000330;24;6;2020;18:30;1;75;75112;2;1;1;2;BOULEVARD PERIPHERIQUE;48,8309270;2,4029910
202000000331;24;6;2020;08:25;1;75;75112;2;1;1;6;PORT DE BERCY;48,8326440;2,3829910
202000000332;24;6;2020;19:00;1;75;75110;2;1;1;6;BOULEVARD DE LA VILLETTE;48,8733590;2,3753420
202000000333;24;6;2020;15:24;1;75;75110;2;1;1;2;QUAI DE VALMY;48,8779830;2,3656580
202000000334;24;6;2020;09:37;1;75;75106;2;3;7;7;QUAI VOLTAIRE;48,8585260;2,3324650
202000000335;24;6;2020;11:05;1;75;75101;2;4;1;3;AVENUE DE L OPERA;48,8645460;2,3349290
202000000336;23;6;2020;15:05;1;75;75104;2;2;1;6;QUAI DE GESVRES;48,8567110;2,3489260
202000000337;24;6;2020;07:05;1;94;94046;2;1;1;6;GEORGES MEDERIC (R);48,7952500;2,4398500
202000000338;22;6;2020;10:50;1;93;93066;2;2;1;3;R DE LA METALLURGIE / R DE L'ENCYCLOPEDIE;48,9092500;2,3623900
202000000339;24;6;2020;23:00;5;93;93064;1;1;1;7;DE GAULLE (AV DU GENERAL) 58/49 - FIN;48,8774332;2,4809050
202000000340;24;6;2020;12:20;1;93;93048;2;2;1;6;R DES GRANDS PECHERS / R LENAIN DE TILLEMONT;48,8584600;2,4624600
202000000341;23;6;2020;17:25;1;93;93006;2;3;7;2;R DES CHAMPEAUX / AV DE LA REPUBLIQUE;48,8634300;2,4144640
202000000342;24;6;2020;15:30;1;93;93057;2;2;1;3;AV DU PRESIDENT WILSON / ALL ROBERT ESTIENNE;48,9064600;2,5119100
202000000343;24;6;2020;01:10;5;93;93005;2;2;1;5;"""PAUL VAILLANT COUTURIER (AVENUE """"DU 01";48,9295005;2,4805931
202000000344;24;6;2020;19:25;1;93;93005;2;1;1;6;R JACQUES DUCLOS;48,9463828;2,4933612
202000000345;24;6;2020;08:40;1;93;93001;2;1;1;2;R ANDRE KARMAN ;48,9091508;2,3848101
202000000346;24;6;2020;03:25;5;92;92078;2;9;1;6;VERDUN (AVENUE) (PAIRS 92 ET PLUS);48,9352060;2,3280250
202000000347;24;6;2020;18:25;1;92;92051;2;1;1;-1;CHARLES DE GAULLE (AVENUE, N°27 A 129);48,8855490;2,2557460
202000000348;24;6;2020;16:20;1;92;92051;2;1;1;3;PARMENTIER (RUE);48,8823136;2,2804825
202000000349;25;6;2020;07:45;1;81;81222;2;3;1;2;2351 Route de Castres;43,7798010;2,1874270
202000000350;24;6;2020;15:39;1;68;68143;1;4;1;3;D4;48,1104330;7,4020170
202000000351;25;6;2020;08:45;1;12;12265;1;2;1;1;Verrières;44,5425720;2,6852130
202000000352;24;6;2020;19:30;1;01;01354;2;3;1;6;Rue de la Faucille;46,2618740;6,0298690
202000000353;25;6;2020;05:45;2;974;97410;2;1;1;6;RN2; -21,0816210;55,6916360
202000000354;25;6;2020;17:30;1;38;38133;1;1;7;1;Route de Croix Bayard;45,3621200;5,6217900
202000000355;24;6;2020;10:20;1;26;26041;2;2;1;1;310 Route de la Sizeranne;45,2153310;4,8346760
202000000356;22;6;2020;01:43;4;87;87021;2;1;1;6;Rue du Boucheron;45,7679870;1,2097350
202000000357;24;6;2020;19:45;1;56;56057;1;1;1;7;Le Drezers;48,0647670; -3,4807450
202000000358;25;6;2020;13:50;1;74;74223;1;3;1;3;92 Route de la Sage;46,0922960;6,6495070
202000000359;24;6;2020;18:30;1;74;74267;2;2;1;3;Route d'Albertville;45,8668850;6,1400080
202000000360;24;6;2020;14:32;1;65;65242;1;1;7;1;D5;43,3489940;0,1549990
202000000361;24;6;2020;19:30;1;61;61486;1;1;1;1;Lieu Dit la Guitonniere;48,7156500; -0,7193740
202000000362;24;6;2020;15:05;1;12;12240;1;1;7;7;Le Garric;44,6294030;2,3115880
202000000363;24;6;2020;18:00;1;46;46065;1;1;1;7;Lieu Dit le Duc;45,0300210;1,6207410
202000000364;24;6;2020;23:00;3;31;31455;1;1;1;6;Avenue de Montesquieu;43,2371418;1,2051899
202000000365;24;6;2020;20:15;1;31;31118;1;6;1;3;Route de Bouloc;43,7933670;1,3724660
202000000366;24;6;2020;18:30;1;38;38182;2;1;1;2;Route de Chartreuse;45,3980880;5,4279540
202000000367;24;6;2020;13:45;1;02;02095;2;9;7;1;Rue de Saint-quentin;49,9823990;3,4528930
202000000368;24;6;2020;16:10;1;03;03180;1;1;1;7;;46,5177851;3,4722953
202000000369;24;6;2020;21:15;1;14;14370;1;1;1;6;Route de Tournières;49,2377900; -0,8877680
202000000370;25;6;2020;20:25;1;05;05054;2;1;1;-1;Route des Allards;44,6754130;6,0703430
202000000371;23;6;2020;08:37;1;18;18238;2;1;1;6;Place de l'Eglise;46,5471270;2,5342070
202000000372;25;6;2020;09:50;1;10;10375;1;1;7;6;D619;48,2846920;4,1693760
202000000373;24;6;2020;19:00;1;53;53185;2;1;1;6;1 Rue Baptiste Hyvard;48,4563080; -0,2082880
202000000374;25;6;2020;15:57;1;38;38454;1;1;1;6;A49;45,1537300;5,3576900
202000000375;25;6;2020;07:00;1;988;98805;1;1;1;5;SAVE EXPRESS; -22,1727060;166,4159890
202000000376;24;6;2020;18:10;1;67;67506;2;9;1;3;Route de Strasbourg;48,6673550;7,7196480
202000000377;24;6;2020;19:00;1;82;82123;1;9;1;6;A62;43,9270150;1,3110210
202000000378;25;6;2020;00:00;3;34;34336;1;1;1;2;A9;43,3240850;3,2707070
202000000379;22;6;2020;20:05;1;77;77490;2;3;1;1;Rue de la Forge Chaton;49,0335810;3,1041850
202000000380;24;6;2020;21:32;2;78;78548;1;1;1;2;D91;48,7112680;1,9908860
202000000381;25;6;2020;10:20;1;66;66144;1;6;1;2;Route de Villeneuve de la Raho;42,6424160;2,8791100
202000000382;25;6;2020;02:00;3;34;34024;1;1;1;7;Issanka;43,4748350;3,6931750
202000000383;24;6;2020;20:15;2;84;84003;1;1;1;7;Route de Buoux;43,8633950;5,3855320
202000000384;24;6;2020;19:15;1;52;52380;1;2;7;3;Rue Champ David;47,8745040;5,3561030
202000000385;25;6;2020;17:00;1;03;03217;1;4;1;6;;46,3680666;2,7207650
202000000386;23;6;2020;19:30;2;74;74243;2;4;1;3;Place du Cret;46,1440500;6,0825690
202000000387;24;6;2020;07:55;1;85;85250;1;1;1;2;RD160;46,5852600; -1,6931100
202000000388;11;6;2020;10:52;1;44;44198;1;1;3;1;Rue des Granges;47,1301260; -1,5325500
202000000389;25;6;2020;16:25;1;22;22275;1;1;1;1;La Ville Guéno;48,1274430; -2,7000950
202000000390;25;6;2020;12:55;1;60;60589;2;6;1;3;rue de l'Égalité;49,2384282;2,4654327
202000000391;24;6;2020;21:50;2;80;80031;1;2;1;2;D54;49,7420280;2,6453640
202000000392;24;6;2020;22:55;3;13;13043;1;1;1;7;A55 SENS MARTIGUES-MARSEILLE;43,3826687;5,2207008
202000000393;21;6;2020;02:00;5;69;69382;1;1;1;2;M7   0.000 A 2.278;45,7367900;4,8205200
202000000394;22;6;2020;16:05;1;33;33162;1;1;1;6;ROCADE A 630;44,8744600; -0,6365100
202000000395;23;6;2020;07:00;1;59;59343;1;1;1;6;AUTOROUTE A1;50,5954427;3,1022917
202000000396;24;6;2020;18:45;1;91;91339;1;1;1;5;RN 104;48,6309400;2,2415400
202000000397;23;6;2020;19:40;2;94;94038;1;1;1;2;AUTOROUTE A6A;48,7767300;2,3462900
202000000398;24;6;2020;17:15;1;92;92047;1;1;1;2;A13;48,8351971;2,1757242
202000000399;24;6;2020;17:00;1;78;78571;1;1;1;2;A13;48,8645150;2,0393770
202000000400;23;6;2020;08:33;1;93;93078;1;1;1;2;AUTOROUTE A104;48,9676600;2,5108000
202000000401;23;6;2020;08:50;1;95;95582;1;1;1;3; A115;48,9824300;2,2411500
202000000402;22;6;2020;18:05;1;93;93064;1;1;1;4;AUTOROUTE A86;48,8799800;2,4758000
202000000403;24;6;2020;16:00;1;94;94046;1;1;1;-1;A86 INT;48,8108627;2,4489179
202000000404;22;6;2020;16:29;1;988;98818;2;2;1;5;"RUE R.P. F. LUNEAU/RTE DU VELODROME/RUE R.P; MONTROUZIER"; -22,2910300;166,4452200
202000000405;22;6;2020;17:40;2;988;98818;1;6;1;2;VE1 SENS SUD/NORD/RUE BERTHELOT; -22,2607600;166,4443800
202000000406;22;6;2020;11:00;1;974;97416;1;1;1;6;RN02; -21,3600000;55,5365000
202000000407;23;6;2020;20:25;1;69;69387;2;2;1;3;CHALLEMEL LACOUR                    (R );45,7293900;4,8458400
202000000408;23;6;2020;19:00;1;69;69259;2;1;1;2;MARTYRS DE LA RESISTANCE (DES)      (AV);45,6909422;4,8704927
202000000409;23;6;2020;18:20;1;69;69387;2;2;1;3;GARIBALDI                           (R );45,7464500;4,8499300
202000000410;23;6;2020;16:30;1;69;69388;2;1;1;3;VIENNE (DE)                         (RO);45,7275000;4,8539000
202000000411;23;6;2020;09:20;1;69;69259;2;4;1;3;LYONNAIS (DU)                           ;45,7032900;4,8955300
202000000412;23;6;2020;15:50;1;972;97213;1;1;1;2;AUTOROUTE A1;14,6182800; -61,0361300
202000000413;23;6;2020;19:45;1;69;69389;2;1;1;6;MARIETTON                           (R );45,7750600;4,8071500
202000000414;23;6;2020;17:46;1;69;69286;2;1;1;6;HIPPODROME (DE L')                  (AV);45,8130000;4,8809800
202000000415;23;6;2020;13:50;1;69;69382;2;3;1;3;JEAN MOULIN                         (QU);45,7650400;4,8380200
202000000416;23;6;2020;15:00;1;2B;2B120;2;1;1;2;11 - RT;42,6556214;9,4412556
202000000417;23;6;2020;13:37;1;2A;2A004;1;9;1;3;SARTENE ANCIENNE ROUTE;41,9292851;8,7717351
202000000418;23;6;2020;14:15;1;2A;2A004;2;1;1;7;NICOLI JEAN COURS;41,9336213;8,7440288
202000000419;26;5;2020;17:00;1;91;91691;2;6;1;3;CONCY(RUE);48,7081900;2,4825300
202000000420;23;6;2020;08:30;1;91;91687;2;9;1;6;LIEUTENANT COLONEL BIZEUIL (AVENUE DU);48,6716000;2,3643000
202000000421;17;6;2020;09:45;1;84;84087;2;2;1;6;DALADIER (BD EDOUARD);44,1387600;4,8062500
202000000422;17;6;2020;07:38;1;84;84087;2;1;1;-1;ROCH (RUE MADELEINE);44,1359400;4,8077200
202000000423;23;3;2020;15:00;1;83;83137;1;1;1;6;CLEMENCEAU (BD GEORGES);43,1219000;5,9406300
202000000424;22;6;2020;19:40;1;83;83118;2;1;1;7;BOULEVARD EUGÈNE BRIEUX;43,4272000;6,8746500
202000000425;23;6;2020;20:25;1;78;78586;2;9;1;6;ROBERT SCHUMAN (AVENUE);48,9460200;2,1880100
202000000426;23;6;2020;23:15;3;77;77186;1;1;1;7;D606 de l'obélisque à limite MORET;48,3853100;2,7659200
202000000427;22;6;2020;10:50;1;76;76681;1;1;1;3;INDUSTRIEL. BOULEVARD (CD 18E);49,4051500;1,1102700
202000000428;23;6;2020;16:30;1;74;74010;2;1;7;2;MARQUISATS (AVENUE DES);45,8957110;6,1329833
202000000429;23;6;2020;16:20;1;71;71511;1;1;1;3;RD672 Bretelle - RD 906;46,3530667;4,8472255
202000000430;23;6;2020;19:15;1;68;68315;1;9;1;2;D430;47,8878740;7,2552680
202000000431;23;6;2020;18:18;1;68;68224;2;3;1;2;HOFER (RUE JOSUE);47,7615579;7,3252817
202000000432;19;6;2020;12:43;1;68;68066;2;1;8;6;Rue de la 1ère Armée Française;48,0869660;7,3585720
202000000433;21;6;2020;03:50;3;66;66136;2;1;1;6;GAUGUIN (AVENUE PAUL);42,7183800;2,8901000
202000000434;21;6;2020;02:00;5;66;66136;2;6;1;3;FRANCE LIBRE (BOULEVARD DE LA);42,7054100;2,9017200
202000000435;23;6;2020;18:45;1;64;64130;2;1;1;7;HERRI ALDE (ROUTE D258);43,3336000; -1,7448500
202000000436;14;6;2020;14:20;1;64;64129;2;1;1;-1;58 route de Bayonne;43,3013800; -0,3949200
202000000437;21;6;2020;23:05;5;64;64122;2;1;1;7;HARCET RUE D');43,4624200; -1,5651900
202000000438;19;6;2020;14:05;1;64;64122;2;3;1;6;14 Avenue du President Kennedy;43,4735960; -1,5562070
202000000439;22;6;2020;15:15;1;63;63164;1;1;1;7;EUROPE (BOULEVARD DE L');45,8383617;3,1400257
202000000440;21;6;2020;05:50;3;63;63308;1;1;1;7;GRAVENOIRE (ROUTE DE);45,7552451;3,0538827
202000000441;22;6;2020;13:10;1;62;62826;2;6;1;3;GENERAL DE GAULLE (AVENUE DU);50,5080800;1,6110100
202000000442;6;1;2020;07:50;3;62;62510;2;1;1;6;MARQUAGE (CHE DU);50,4122800;2,7697100
202000000443;17;6;2020;14:15;1;62;62048;2;2;1;3;SOISSONS (DE);50,5077300;2,4808200
202000000444;19;6;2020;20:50;1;58;58194;2;1;1;3;TAILLES;47,0010000;3,1622000
202000000445;22;6;2020;13:30;1;57;57221;2;1;1;6;D 952 A;49,3180200;6,1058000
202000000446;22;6;2020;16:40;1;57;57630;2;3;1;3;JOFFRE (MARECHAL)L;48,7300000;7,0560000
202000000447;23;6;2020;13:20;1;56;56107;2;1;1;3;BD ANTOINE LAVOISIER;47,7229800; -3,3909200
202000000448;23;6;2020;13:15;1;51;51454;2;1;1;7;Rue Dumont d’Urville;49,2256821;4,0382688
202000000449;19;6;2020;15:10;1;50;50129;2;2;1;3;LUMIERE (AVENUE LOUIS);49,6330400; -1,5987500
202000000450;22;6;2020;11:30;1;49;49353;2;1;1;5;PARMENTIER;47,4527700; -0,5147600
202000000451;22;6;2020;20:14;1;47;47001;2;1;1;6;GIRAUDOUX (RUE JEAN);44,1900500;0,6338600
202000000452;19;10;2020;07:00;2;974;97411;2;1;7;6;PHILIPPE (RUE SAINT-); -20,8893100;55,4521900
202000000453;19;10;2020;15:50;1;973;97302;1;1;1;3;ROUTE NATIONALE 1;4,9009316; -52,3252845
202000000454;19;10;2020;10:00;1;973;97302;2;1;1;3;MANDELA  (BOULEVARD);4,9396453; -52,3265306
202000000455;18;10;2020;23:36;5;973;97302;2;9;1;6;LIBERTE (AVENUE DE LA);4,9357147; -52,3304129
202000000456;19;10;2020;14:00;1;69;69388;2;3;1;6;GENERAL FRERE (DU)                  (AV);45,7297100;4,8790300
202000000457;16;10;2020;12:15;1;69;69383;2;2;1;6;GARIBALDI                           (R );45,7591500;4,8523900
202000000458;19;10;2020;08:35;1;972;97213;2;9;1;6;24 MARS 1961 (RUE DU);14,6127300; -61,0006000
202000000459;17;10;2020;08:30;1;972;97209;2;1;1;6;ALLEGRE (BOULEVARD);14,6073000; -61,0729000
202000000460;18;10;2020;12:50;1;69;69081;2;9;1;5;M6 PORTE DU VALVERT                                 ;45,7721600;4,7899000
202000000461;16;10;2020;22:00;5;971;97113;2;9;2;3;BAS DU FORT;16,2184000; -61,5175000
202000000462;19;10;2020;11:50;1;2A;2A004;2;3;1;6;NAPOLEON COURS APRES BEVERINI;41,9286403;8,7387437
202000000463;14;10;2020;07:30;5;91;91027;2;1;2;3;AV JEAN PIERRE BENARD;48,7117540;2,3811030
202000000464;14;10;2020;18:18;1;87;87085;2;3;2;7;PERRIN (RUE FRANCOIS);45,8267300;1,2380600
202000000465;19;10;2020;07:44;5;87;87085;2;3;1;3;SABLARD (AVENUE DE);45,8282127;1,2823846
202000000466;16;10;2020;14:27;1;87;87085;2;3;1;2;MONTJOVIS (AVENUE);45,8380500;1,2482800
202000000467;10;10;2020;15:00;1;83;83137;2;3;1;3;NOGUES (AVE DU GENERAL);43,1277900;5,9208000
202000000468;14;10;2020;09:30;1;80;80261;2;1;1;3;AMIENS (ROUTE D');49,8530900;2,2726400
202000000469;19;10;2020;11:15;1;79;79191;2;6;1;3;Avenue de Nantes;46,3348900; -0,4728400
202000000470;19;10;2020;12:10;1;77;77146;2;1;1;3;GEORGES BIDAULT (BOULEVARD);48,8307200;2,6505000
202000000471;18;10;2020;23:20;5;76;76319;1;1;1;2;MARITIME. BOULEVARD;49,3620200;0,9960700
202000000472;17;10;2020;02:40;5;76;76351;2;1;1;1;FRISSARD (QUAI);49,4908100;0,1291900
202000000473;16;10;2020;11:10;1;71;71306;2;1;1;6;BLANQUI (RUE);46,6751136;4,3643868
202000000474;17;10;2020;13:25;1;71;71270;2;6;1;3;SAONE (CARREFOUR DE);46,3093916;4,8374930
202000000475;19;10;2020;13:40;1;69;69029;2;1;1;3;GENAS (DE)                          (RO);45,7508239;4,9085753
202000000476;15;10;2020;14:30;1;69;69029;2;3;2;6;CAMILLE ROUSSET                     (AV);45,7357000;4,9105400
202000000477;19;10;2020;16:20;1;69;69264;2;1;1;4;GAMBETTA  BD;45,9929300;4,7150600
202000000478;17;10;2020;19:15;5;67;67482;2;3;1;3;FAUBOURG DE PIERRE (PONT DU);48,5869500;7,7464100
202000000479;16;10;2020;12:27;1;65;65286;2;1;1;2;Av Général Baron Maransin;43,0983960; -0,0455580
202000000480;18;10;2020;16:20;1;64;64140;2;1;1;7;GLIZE (RUE RAYMOND ET MARCEL);43,5143300; -1,4826200
202000000481;16;10;2020;19:40;5;63;63113;1;6;8;-1;CHARTOIRE (BD LOUIS);45,7981400;3,1467600
202000000482;10;10;2020;10:10;1;62;62617;2;1;1;6;ROUTE NATIONALE (CD 937);50,4804500;2,6630000
202000000483;17;10;2020;20:55;5;62;62178;2;2;8;6;CARON ( AUGUSTIN );50,4750800;2,5381500
202000000484;17;10;2020;18:15;2;59;59509;1;3;1;3;BLUM (RUE LEON);50,4206800;3,0733800
202000000485;16;10;2020;12:30;1;59;59017;2;1;1;1;FUSILLES (RUE DES );50,6896200;2,8816000
202000000486;17;10;2020;13:10;1;56;56121;2;1;1;3;LIEGE (RUE  DE );47,7475300; -3,3596600
202000000487;16;10;2020;13:15;1;50;50129;2;4;1;4;PARIS (AVENUE DE);49,6263900; -1,6172500
202000000488;17;10;2020;22:15;4;49;49328;2;1;1;6;CESSART (PONT);47,2634000; -0,0741500
202000000489;17;10;2020;11:05;1;47;47001;2;2;1;6;CARNOT (BD DU PRESIDENT);44,2044300;0,6205900
202000000490;19;10;2020;18:00;1;44;44109;2;1;1;3;BOULEVARD BENONI GOULLIN;47,2015300; -1,5540000
202000000491;13;10;2020;11:40;1;44;44109;2;3;1;3;COULMIERS ( RUE DE );47,2240100; -1,5384000
202000000492;17;10;2020;20:43;1;42;42147;2;1;1;2;Rue Paul Deschanel;45,6018520;4,0787010
202000000493;19;10;2020;09:50;1;38;38421;2;1;1;3;Avenue Gabriel Péri;45,1876000;5,7531000
202000000494;10;10;2020;19:30;2;38;38053;2;1;1;6;Avenue des Alpes;45,5850800;5,2729300
202000000495;19;10;2020;04:55;3;37;37261;2;6;1;7;LOUIS XI (BOULEVARD);47,3756527;0,6651744
202000000496;17;10;2020;23:55;5;34;34301;2;3;1;3;REVOLUTION (RUE DE LA);43,4063330;3,6911470
